name,mass,distance
Kepler-1871 b,6.44,854.623
Kepler-1872 b,6.28,840.182
Kepler-1873 b,3.28,820.957
Kepler-1874 b,5.52,408.007
Kepler-1875 b,10.5,1660.45
Kepler-1876 b,0.905,259.935
Kepler-1877 b,0.179,285.312
Kepler-1878 b,8.86,1494.3
Kepler-1879 b,4.92,627.171
Kepler-188 b,3.46,968.544
Kepler-188 c,10.3,968.544
Kepler-1880 b,5.13,611.041
Kepler-1881 b,9.17,1057.21
Kepler-1882 b,2.81,443.371
Kepler-1883 b,10.6,1377.61
Kepler-1884 b,3.95,1443.09
Kepler-1885 b,2.89,818.482
Kepler-1886 b,7.18,1059.51
Kepler-1887 b,8.88,1366.18
Kepler-1888 b,2.32,402.947
Kepler-1889 b,8.98,1395.13
Kepler-189 b,1.92,591.534
Kepler-189 c,22.7,591.534
Kepler-1890 b,0.587,529.596
Kepler-1891 b,2.93,596.24
Kepler-1892 b,4.03,851.595
Kepler-1893 b,3.55,1050.72
Kepler-1894 b,1.87,935.191
Kepler-1895 b,5.14,984.187
Kepler-1896 b,9.8,1732.91
Kepler-1897 b,8.32,983.174
Kepler-1898 b,0.76,360.921
Kepler-1899 b,3.02,711.509
Kepler-19 b,8.4,218.562
Kepler-19 c,13.1,218.562
Kepler-19 d,22.5,218.562
Kepler-190 b,3.05,433.387
Kepler-190 c,2.73,433.387
Kepler-1900 b,3.27,1540.43
Kepler-1901 b,2.77,1028.37
Kepler-1902 b,1.74,344.337
Kepler-1903 b,5.85,1775.44
Kepler-1904 b,2.51,270.854
Kepler-1905 b,2.69,1051.53
Kepler-1906 b,8.13,1360.63
Kepler-1907 b,0.589,292.111
Kepler-1907 c,1.63,292.111
Kepler-1909 b,1.33,763.662
Kepler-191 b,2.36,594.464
Kepler-191 c,4.12,594.464
Kepler-191 d,5.82,594.464
Kepler-1910 b,1.78,
Kepler-1911 b,1.01,269.912
Kepler-1912 b,2.41,297.017
Kepler-1913 b,2.92,876.3
Kepler-1914 b,8.97,1621.56
Kepler-1915 b,10.4,1514.66
Kepler-1916 b,7.35,2055.82
Kepler-1917 b,4.23,909.037
Kepler-1918 b,5.89,1030.11
Kepler-1919 b,7.38,1177.53
Kepler-192 b,7.95,651.674
Kepler-192 c,8.2,651.674
Kepler-192 d,1.04,651.674
Kepler-1920 b,9.03,885.913
Kepler-1921 b,8.72,928.989
Kepler-1922 b,5.86,1344.29
Kepler-1923 b,4.5,990.838
Kepler-1924 b,7.53,1910.77
Kepler-1925 b,9.28,1771.31
Kepler-1926 b,5.97,667.405
Kepler-1927 b,11.5,1091
Kepler-1928 b,4.63,326.362
Kepler-1929 b,9.65,508.201
Kepler-193 b,6.3,1009.1
Kepler-193 c,8,1009.1
Kepler-1930 b,2.95,275.694
Kepler-1931 b,7.53,620.091
Kepler-1932 b,2.91,713.733
Kepler-1933 b,1.76,328.007
Kepler-1934 b,0.702,428.514
Kepler-1935 b,6.82,904.702
Kepler-1936 b,10.2,871.096
Kepler-1937 b,9.39,905.069
Kepler-1938 b,4,421.152
Kepler-1939 b,1.68,189.833
Kepler-194 b,2.89,1097.97
Kepler-194 c,7.22,1097.97
Kepler-194 d,6.35,1097.97
Kepler-1940 b,3.01,798.595
Kepler-1941 b,7.51,1494.39
Kepler-1942 b,5.13,842.492
Kepler-1943 b,3.02,1004.55
Kepler-1944 b,8.05,1076.48
Kepler-1945 b,2.21,
Kepler-1946 b,6.75,1002.12
Kepler-1947 b,1.01,468.771
Kepler-1948 b,1.09,193.903
Kepler-1949 b,5.56,2617.35
Kepler-195 b,4.78,652.051
Kepler-195 c,3.02,652.051
Kepler-1950 b,2.95,697.253
Kepler-1951 b,6,1277.32
Kepler-1952 b,2.07,852.062
Kepler-1953 b,2.2,605.631
Kepler-1954 b,3.9,1373.83
Kepler-1955 b,1.69,449.351
Kepler-1956 b,1.32,360.468
Kepler-1957 b,0.79,460.899
Kepler-1958 b,4.86,1320.38
Kepler-1959 b,1.57,479.263
Kepler-196 b,4.27,451.312
Kepler-196 c,5.65,451.312
Kepler-196 d,7.56,451.312
Kepler-1960 b,2.26,1527.56
Kepler-1961 b,3.25,1042.45
Kepler-1962 b,1.95,866.826
Kepler-1963 b,0.337,492.847
Kepler-1964 b,3.83,
Kepler-1965 b,2.4,521.791
Kepler-1966 b,1.39,484.601
Kepler-1967 b,0.315,249.102
Kepler-1968 b,2.86,750.93
Kepler-1969 b,3.47,1204.54
Kepler-197 b,1.04,330.575
Kepler-197 c,5.3,330.575
Kepler-197 d,1.98,330.575
Kepler-197 e,0.693,330.575
Kepler-1972 b,2.02,287.339
Kepler-1972 c,2.11,287.339
Kepler-1976 b,,1314.51
Kepler-198 b,8.35,495.358
Kepler-198 c,6.66,495.358
Kepler-198 d,2.96,495.358
Kepler-199 b,9.85,521.054
Kepler-199 c,10.6,521.054
Kepler-20 b,9.7,282.563
Kepler-20 c,12.75,282.563
Kepler-20 d,10.07,282.563
Kepler-20 e,3.08,282.563
Kepler-20 f,14.3,282.563
Kepler-20 g,19.96,282.563
Kepler-200 b,5.18,665.912
Kepler-200 c,3.15,665.912
Kepler-201 b,6.62,636.445
Kepler-201 c,8.5,636.445
Kepler-202 b,3.29,285.111
Kepler-202 c,4.08,285.111
Kepler-203 b,7.13,703.302
Kepler-203 c,749.9,703.302
Kepler-203 d,33.9,703.302
Kepler-204 b,6.94,686.723
Kepler-204 c,3.86,686.723
Kepler-205 b,2.89,159.72
Kepler-205 c,3.33,159.72
Kepler-206 b,1.87,594.447
Kepler-206 c,3.78,594.447
Kepler-206 d,1.81,594.447
Kepler-207 b,3.09,875.519
Kepler-207 c,2.86,875.519
Kepler-207 d,11,875.519
Kepler-208 b,3.29,775.328
Kepler-208 c,2.51,775.328
Kepler-208 d,1.87,775.328
Kepler-208 e,2.79,775.328
Kepler-209 b,5.73,576.946
Kepler-209 c,9.8,576.946
Kepler-21 b,5.08,108.522
Kepler-210 b,8.96,232.75
Kepler-210 c,12.8,232.75
Kepler-211 b,2.13,309.353
Kepler-211 c,18.3,309.353
Kepler-212 b,1.32,687.194
Kepler-212 c,7.95,687.194
Kepler-213 b,3.26,634.939
Kepler-213 c,6.08,634.939
Kepler-214 b,7.32,1208.44
Kepler-214 c,5.18,1208.44
Kepler-215 b,3.26,485.997
Kepler-215 c,3.78,485.997
Kepler-215 d,23.6,485.997
Kepler-215 e,3.71,485.997
Kepler-216 b,6.12,1187.47
Kepler-216 c,9.48,1187.47
Kepler-217 b,5.6,1104.64
Kepler-217 c,4.08,1104.64
Kepler-217 d,2.3,1104.64
Kepler-218 b,2.79,656.38
Kepler-218 c,10,656.38
Kepler-218 d,7.56,656.38
Kepler-219 b,9.01,787.07
Kepler-219 c,12.5,787.07
Kepler-219 d,19.1,787.07
Kepler-22 b,36,194.642
Kepler-220 b,0.457,171.109
Kepler-220 c,3.09,171.109
Kepler-220 d,0.904,171.109
Kepler-220 e,2.33,171.109
Kepler-221 b,3.57,385.231
Kepler-221 c,15.1,385.231
Kepler-221 d,7.9,385.231
Kepler-221 e,7.41,385.231
Kepler-222 b,10.1,758.854
Kepler-222 c,19.4,758.854
Kepler-222 d,13.2,758.854
Kepler-223 b,7.4,1859.71
Kepler-223 c,5.1,1859.71
Kepler-223 d,8,1859.71
Kepler-223 e,4.8,1859.71
Kepler-224 b,2.51,782.088
Kepler-224 c,9.91,782.088
Kepler-224 d,5.9,782.088
Kepler-224 e,4.54,782.088
Kepler-225 b,1.87,561.101
Kepler-225 c,4.04,561.101
Kepler-226 b,24,980.138
Kepler-226 c,45.2,980.138
Kepler-226 d,1.98,980.138
Kepler-227 b,9.85,1083.06
Kepler-227 c,9.48,1083.06
Kepler-228 b,2.96,1644.61
Kepler-228 c,7.75,1644.61
Kepler-228 d,15.4,1644.61
Kepler-229 b,5.48,826.265
Kepler-229 c,21.5,826.265
Kepler-229 d,14.2,826.265
Kepler-23 b,254.3,835.756
Kepler-23 c,858.1,835.756
Kepler-23 d,17.6,835.756
Kepler-230 b,16.8,740.754
Kepler-230 c,4.82,740.754
Kepler-231 b,35.4,316.618
Kepler-231 c,24.1,316.618
Kepler-232 b,9.69,1349.13
Kepler-232 c,14,1349.13
Kepler-233 b,6.48,856.417
Kepler-233 c,7.8,856.417
Kepler-234 b,13.2,1733.1
Kepler-234 c,12.1,1733.1
Kepler-235 b,5.6,428.018
Kepler-235 c,2.18,428.018
Kepler-235 d,4.86,428.018
Kepler-235 e,5.56,428.018
Kepler-236 b,3.09,288.763
Kepler-236 c,4.66,288.763
Kepler-237 b,2.57,657.822
Kepler-237 c,4.98,657.822
Kepler-238 b,3.64,1798.75
Kepler-238 c,6.3,1798.75
Kepler-238 d,9.64,1798.75
Kepler-238 e,169.7,1798.75
Kepler-238 f,13.5,1798.75
Kepler-239 b,6.04,648.109
Kepler-239 c,6.85,648.109
Kepler-24 b,508.5,1156.81
Kepler-24 c,508.5,1156.81
Kepler-24 d,3.43,1156.81
Kepler-24 e,8.15,1156.81
Kepler-240 b,2.45,746.927
Kepler-240 c,102.3,746.927
Kepler-241 b,6.04,512
Kepler-241 c,7.13,512
Kepler-242 b,7.32,600.241
Kepler-242 c,4.66,600.241
Kepler-243 b,6.57,693.86
Kepler-243 c,4.62,693.86
Kepler-244 b,8.05,1036.49
Kepler-244 c,4.86,1036.49
Kepler-244 d,15.2,1036.49
Kepler-245 b,7.13,861.527
Kepler-245 c,225.6,861.527
Kepler-245 d,21.6,861.527
Kepler-245 e,3.71,861.527
Kepler-246 b,6.08,626.078
Kepler-246 c,2.86,626.078
Kepler-247 b,3.33,663.711
Kepler-247 c,15.7,663.711
Kepler-247 d,14.7,663.711
Kepler-248 b,9.38,738.792
Kepler-248 c,15.6,738.792
Kepler-249 b,1.32,190.401
Kepler-249 c,2.89,190.401
Kepler-249 d,3.09,190.401
Kepler-25 b,8.7,243.249
Kepler-25 c,15.2,243.249
Kepler-25 d,71.9,243.249
Kepler-250 b,1.51,760.585
Kepler-250 c,5.82,760.585
Kepler-250 d,5.39,760.585
Kepler-251 b,2.33,924.625
Kepler-251 c,8.1,924.625
Kepler-251 d,8.1,924.625
Kepler-251 e,8.1,924.625
Kepler-252 b,2.04,379.424
Kepler-252 c,5.27,379.424
Kepler-253 b,3.29,838.595
Kepler-253 c,7.51,838.595
Kepler-253 d,10.2,838.595
Kepler-254 b,14.3,1389.48
Kepler-254 c,3.2,1389.48
Kepler-254 d,6.8,1389.48
Kepler-255 b,3.02,1052.53
Kepler-255 c,9.22,1052.53
Kepler-255 d,2.3,1052.53
Kepler-256 b,3.15,1026.43
Kepler-256 c,5.27,1026.43
Kepler-256 d,6.71,1026.43
Kepler-256 e,6.12,1026.43
Kepler-257 b,7.32,780.256
Kepler-257 c,25.2,780.256
Kepler-257 d,21.7,780.256
Kepler-258 b,15.5,575.988
Kepler-258 c,12.7,575.988
Kepler-259 b,8.25,1002.14
Kepler-259 c,7.75,1002.14
Kepler-26 b,5.12,335.307
Kepler-26 c,6.2,335.307
Kepler-26 d,1.24,335.307
Kepler-26 e,6.39,335.307
Kepler-260 b,4.7,627.365
Kepler-260 c,3.68,627.365
Kepler-261 b,5.39,317.499
Kepler-261 c,4.66,317.499
Kepler-262 b,2.42,613.129
Kepler-262 c,3.33,613.129
Kepler-263 b,7.61,754.747
Kepler-263 c,6.66,754.747
Kepler-264 b,11.1,942.173
Kepler-264 c,8.4,942.173
Kepler-265 b,4.12,1280.25
Kepler-265 c,7.41,1280.25
Kepler-265 d,6.76,1280.25
Kepler-265 e,7.22,1280.25
Kepler-266 b,6.71,1370.79
Kepler-266 c,14.4,1370.79
Kepler-267 b,37.9,264.993
Kepler-267 c,5.18,264.993
Kepler-267 d,5.77,264.993
Kepler-268 b,7.04,851.87
Kepler-268 c,11.4,851.87
Kepler-269 b,6.66,2257.32
Kepler-269 c,3.5,2257.32
Kepler-27 b,2895.31,1044.36
Kepler-27 c,4385.87,1044.36
Kepler-27 d,7.78,1044.36
Kepler-270 b,4.7,948.781
Kepler-270 c,3.78,948.781
Kepler-271 b,2.04,404.542
Kepler-271 c,0.809,404.542
Kepler-271 d,0.219,404.542
Kepler-272 b,78,889.608
Kepler-272 c,97.8,889.608
Kepler-272 d,5.69,889.608
Kepler-273 b,2.86,713.964
Kepler-273 c,4.58,713.964
Kepler-274 b,2.99,1333.62
Kepler-274 c,4.04,1333.62
Kepler-275 b,6.08,2034.25
Kepler-275 c,11.4,2034.25
Kepler-275 d,11.1,2034.25
Kepler-276 b,8.6,1144.86
Kepler-276 c,16.6,1144.86
Kepler-276 d,16.3,1144.86
Kepler-277 b,87.3,976.643
Kepler-277 c,64.2,976.643
Kepler-278 b,15.6,443.03
Kepler-278 c,12.6,443.03
Kepler-279 b,12.8,1037.4
Kepler-279 c,49.4,1037.4
Kepler-279 d,37.5,1037.4
Kepler-28 b,479.9,438.359
Kepler-28 c,432.23,438.359
Kepler-280 b,2.7,780.361
Kepler-280 c,4.7,780.361
Kepler-281 b,8.35,1745.45
Kepler-281 c,24.4,1745.45
Kepler-281 d,29.5,1745.45
Kepler-282 b,1.01,1337.61
Kepler-282 c,1.87,1337.61
Kepler-282 d,61,1337.61
Kepler-282 e,56.2,1337.61
Kepler-283 b,5.18,468.094
Kepler-283 c,3.97,468.094
Kepler-284 b,5.65,1031.95
Kepler-284 c,7.32,1031.95
Kepler-285 b,2.36,824.31
Kepler-285 c,1.46,824.31
Kepler-286 b,2.07,1226.85
Kepler-286 c,2.45,1226.85
Kepler-286 d,2.33,1226.85
Kepler-286 e,3.78,1226.85
Kepler-287 b,6.04,835.86
Kepler-287 c,10.7,835.86
Kepler-288 b,3.43,1194.15
Kepler-288 c,8.5,1194.15
Kepler-288 d,7.61,1194.15
Kepler-289 b,7.3,704.438
Kepler-289 c,132,704.438
Kepler-289 d,4,704.438
Kepler-29 b,5,832.532
Kepler-29 c,4.5,832.532
Kepler-290 b,5.69,694.627
Kepler-290 c,7.75,694.627
Kepler-291 b,5.31,1786.48
Kepler-291 c,4.19,1786.48
Kepler-292 b,2.3,1056.48
Kepler-292 c,2.76,1056.48
Kepler-292 d,5.6,1056.48
Kepler-292 e,7.61,1056.48
Kepler-292 f,6.12,1056.48
Kepler-293 b,9.64,974.633
Kepler-293 c,14,974.633
Kepler-294 b,3.78,1357.01
Kepler-294 c,7.8,1357.01
Kepler-295 b,1.98,1699.19
Kepler-295 c,1.71,1699.19
Kepler-295 d,2.42,1699.19
Kepler-296 b,3.22,167
Kepler-296 c,4.66,167
Kepler-296 d,5.02,167
Kepler-296 e,2.96,167
Kepler-296 f,3.89,167
Kepler-297 b,48.5,692.14
Kepler-297 c,42.1,692.14
Kepler-298 b,4.5,518.204
Kepler-298 c,4.38,518.204
Kepler-298 d,6.8,518.204
Kepler-299 b,2.3,1052.24
Kepler-299 c,7.51,1052.24
Kepler-299 d,4.12,1052.24
Kepler-299 e,4.16,1052.24
Kepler-30 b,11.3,914.221
Kepler-30 c,640,914.221
Kepler-30 d,23.1,914.221
Kepler-300 b,3.43,1098.45
Kepler-300 c,5.69,1098.45
Kepler-301 b,2.39,719.166
Kepler-301 c,2.39,719.166
Kepler-301 d,3.71,719.166
Kepler-302 b,15.5,1402.58
Kepler-302 c,,1402.58
Kepler-303 b,0.64,209.738
Kepler-303 c,1.55,209.738
Kepler-304 b,8.55,434.684
Kepler-304 c,5.35,434.684
Kepler-304 d,8,434.684
Kepler-304 e,1.87,434.684
Kepler-305 b,10.5,868.477
Kepler-305 c,6,868.477
Kepler-305 d,9.1,868.477
Kepler-305 e,3.87,868.477
Kepler-306 b,2.92,775.679
Kepler-306 c,6.12,775.679
Kepler-306 d,6.66,775.679
Kepler-306 e,5.77,775.679
Kepler-307 b,7.44,575.581
Kepler-307 c,3.64,575.581
Kepler-308 b,5.14,1335.92
Kepler-308 c,5.31,1335.92
Kepler-309 b,3.05,544.568
Kepler-309 c,6.85,544.568
Kepler-31 b,25.9,1664.64
Kepler-31 c,1493.7,1664.64
Kepler-31 d,2161.244,1664.64
Kepler-310 b,1.81,602.268
Kepler-310 c,11.4,602.268
Kepler-310 d,7,602.268
Kepler-311 b,3.53,778.654
Kepler-311 c,2.63,778.654
Kepler-312 b,2.21,797.72
Kepler-312 c,10.1,797.72
Kepler-313 b,6.94,1079.395249
Kepler-313 c,7.13,1079.395249
Kepler-314 b,0.498,268.881
Kepler-314 c,8.75,268.881
Kepler-315 b,13.7,1160.63
Kepler-315 c,16.1,1160.63
Kepler-316 b,1.2,384.938
Kepler-316 c,1.65,384.938
Kepler-317 b,109.8,940.584
Kepler-317 c,3.61,940.584
Kepler-318 b,19.9,489.141
Kepler-318 c,13.1,489.141
Kepler-319 b,3.29,503.436
Kepler-319 c,7.41,503.436
Kepler-319 d,5.86,503.436
Kepler-32 b,1303,323.847
Kepler-32 c,158.9,323.847
Kepler-32 d,7.75,323.847
Kepler-32 e,2.86,323.847
Kepler-32 f,0.477,323.847
Kepler-320 b,1.55,826.613
Kepler-320 c,2.45,826.613
Kepler-321 b,3.78,384.542
Kepler-321 c,5.99,384.542
Kepler-322 b,1.01,400.48
Kepler-322 c,3.43,400.48
Kepler-323 b,684.4,454.883
Kepler-323 c,79.7,454.883
Kepler-324 b,1.55,501.574
Kepler-324 c,10.1,501.574
Kepler-324 e,4.81,501.574
Kepler-325 b,8.8,823.242
Kepler-325 c,6.99,823.242
Kepler-325 d,8.2,823.242
Kepler-326 b,44.6,487.675
Kepler-326 c,17.4,487.675
Kepler-326 d,6.9,487.675
Kepler-327 b,1.41,241.987
Kepler-327 c,20.3,241.987
Kepler-327 d,3.64,241.987
Kepler-328 b,28.5,2213.19
Kepler-328 c,39.4,2213.19
Kepler-329 b,2.54,439.719
Kepler-329 c,4.38,439.719
Kepler-33 b,3.68,1209.16
Kepler-33 c,0.39,1209.16
Kepler-33 d,3.91,1209.16
Kepler-33 e,5.57,1209.16
Kepler-33 f,9.6,1209.16
Kepler-330 b,2.39,717.527
Kepler-330 c,4.46,717.527
Kepler-331 b,3.97,580.119
Kepler-331 c,4.04,580.119
Kepler-331 d,3.33,580.119
Kepler-332 b,1.71,344.19
Kepler-332 c,1.32,344.19
Kepler-332 d,1.76,344.19
Kepler-333 b,28.2,324.413
Kepler-333 c,1.41,324.413
Kepler-334 b,1.46,426.59
Kepler-334 c,2.63,426.59
Kepler-334 d,2.57,426.59
Kepler-335 b,11.4,1278.97
Kepler-335 c,9.64,1278.97
Kepler-336 b,1.04,768.86
Kepler-336 c,5.06,768.86
Kepler-336 d,6.21,768.86
Kepler-337 b,2.99,677.975
Kepler-337 c,4.86,677.975
Kepler-338 b,30.6,552.798
Kepler-338 c,6.08,552.798
Kepler-338 d,9.27,552.798
Kepler-338 e,8.5,552.798
Kepler-339 b,2.6,616.637
Kepler-339 c,7.3,616.637
Kepler-339 d,14.7,616.637
Kepler-34 b,69.92,1800.82
Kepler-340 b,6.94,808.762
Kepler-340 c,11.3,808.762
Kepler-341 b,1.76,1047.03
Kepler-341 c,3.53,1047.03
Kepler-341 d,4.08,1047.03
Kepler-341 e,4.62,1047.03
Kepler-342 b,5.69,781.611
Kepler-342 c,4.5,781.611
Kepler-342 d,6.76,781.611
Kepler-342 e,0.615,781.611
Kepler-343 b,6.39,927.193
Kepler-343 c,4.74,927.193
Kepler-344 b,7.32,1002.94
Kepler-344 c,9.01,1002.94
Kepler-345 b,0.5,260
Kepler-345 c,2.2,260
Kepler-346 b,7.56,984.105
Kepler-346 c,9.64,984.105
Kepler-347 b,4.54,1298.88
Kepler-347 c,3.71,1298.88
Kepler-348 b,2.92,570.783
Kepler-348 c,2.33,570.783
Kepler-349 b,94.5,940.724
Kepler-349 c,4.5,940.724
Kepler-35 b,40.363,1819.17
Kepler-350 b,4.08,956.859
Kepler-350 c,6.1,956.859
Kepler-350 d,14.9,956.859
Kepler-351 b,4.8,1083.91
Kepler-351 c,11.1,1083.91
Kepler-351 d,7.85,1083.91
Kepler-352 b,0.566,252.733
Kepler-352 c,2.07,252.733
Kepler-352 d,0.449,252.733
Kepler-353 b,0.64,384.694
Kepler-353 c,2.48,384.694
Kepler-354 b,4.04,554.064
Kepler-354 c,2.27,554.064
Kepler-354 d,2.07,554.064
Kepler-355 b,2.73,1432.17
Kepler-355 c,7.8,1432.17
Kepler-356 b,3.09,707.559
Kepler-356 c,3.93,707.559
Kepler-357 b,4.04,688.573
Kepler-357 c,7.61,688.573
Kepler-357 d,11.6,688.573
Kepler-358 b,7.85,1101.1
Kepler-358 c,8.5,1101.1
Kepler-359 b,12.2,1443.21
Kepler-359 c,2.9,1443.21
Kepler-359 d,2.7,1443.21
Kepler-36 b,3.83,527.956
Kepler-36 c,7.13,527.956
Kepler-360 b,3.36,876.044
Kepler-360 c,5.06,876.044
Kepler-361 b,2.7,930.32
Kepler-361 c,6.9,930.32
Kepler-362 b,0.615,1090.51
Kepler-362 c,2.7,1090.51
Kepler-363 b,1.65,762.596
Kepler-363 c,66.4,762.596
Kepler-363 d,4.86,762.596
Kepler-364 b,3.02,891.462
Kepler-364 c,5.27,891.462
Kepler-365 b,4.82,1038.99
Kepler-365 c,3.33,1038.99
Kepler-366 b,2.73,1856.28
Kepler-366 c,3.86,1856.28
Kepler-367 b,2.24,188.027
Kepler-367 c,1.87,188.027
Kepler-368 b,10.7,770.978
Kepler-368 c,14.3,770.978
Kepler-369 b,1.51,214
Kepler-369 c,2.57,214
Kepler-37 b,3.1783,63.9207
Kepler-37 c,12,63.9207
Kepler-37 d,12.2,63.9207
Kepler-37 e,0.0275,63.9207
Kepler-370 b,3.15,1167.94
Kepler-370 c,4.31,1167.94
Kepler-371 b,4.23,813.192
Kepler-371 c,3.82,813.192
Kepler-372 b,2.42,1493.95
Kepler-372 c,5.02,1493.95
Kepler-372 d,3.5,1493.95
Kepler-373 b,2.42,1090.45
Kepler-373 c,2.07,1090.45
Kepler-374 b,1.08,1265.61
Kepler-374 c,1.37,1265.61
Kepler-374 d,2.27,1265.61
Kepler-375 b,2.7,1238.81
Kepler-375 c,7.51,1238.81
Kepler-376 b,1.24,923.067
Kepler-376 c,3.86,923.067
Kepler-377 b,2.51,823.804
Kepler-377 c,4.9,823.804
Kepler-378 b,0.347,152.094
Kepler-378 c,0.271,152.094
Kepler-379 b,3.39,731.274
Kepler-379 c,5.86,731.274
Kepler-38 b,122,1174.59
Kepler-380 b,1.81,813.713
Kepler-380 c,2.15,813.713
Kepler-381 b,0.937,267.323
Kepler-381 c,1.46,267.323
Kepler-381 d,1.23,267.323
Kepler-382 b,2.3,935.446
Kepler-382 c,3.15,935.446
Kepler-383 b,2.3,470
Kepler-383 c,2.07,470
Kepler-384 b,1.46,895.678
Kepler-384 c,1.51,895.678
Kepler-385 b,12.8,1432.61
Kepler-385 c,13.2,1432.61
Kepler-385 d,7.36,1432.61
Kepler-386 b,2.51,882.462
Kepler-386 c,3.12,882.462
Kepler-387 b,1.08,801.052
Kepler-387 c,0.64,801.052
Kepler-388 b,0.457,425
Kepler-388 c,0.566,425
Kepler-389 b,2.89,816.559
Kepler-389 c,2.73,816.559
Kepler-39 b,6388.1,1057.41
Kepler-390 b,0.477,435.277
Kepler-390 c,0.418,435.277
Kepler-391 b,10.3,869.236
Kepler-391 c,12.3,869.236
Kepler-392 b,0.972,681.428
Kepler-392 c,1.37,681.428
Kepler-393 b,2.21,881.404
Kepler-393 c,2.33,881.404
Kepler-394 b,3.19,1058.72
Kepler-394 c,3.39,1058.72
Kepler-394 d,2.86,1058.72
Kepler-395 b,1.08,421.382
Kepler-395 c,2.3,421.382
Kepler-396 b,75.5,223.757
Kepler-396 c,17.9,223.757
Kepler-397 b,6.62,969
Kepler-397 c,31.6,969
Kepler-398 b,0.749,177.355
Kepler-398 c,1.01,177.355
Kepler-398 d,0.615,177.355
Kepler-399 b,0.84,740.537
Kepler-399 c,2.63,740.537
Kepler-399 d,4.23,740.537
Kepler-4 b,24.472,487.916
Kepler-40 b,699.2,2305.01
Kepler-400 b,3.36,845.97
Kepler-400 c,2.83,845.97
Kepler-401 b,3.57,965.56
Kepler-401 c,5.27,965.56
Kepler-401 d,5.77,965.56
Kepler-402 b,1.98,625.339
Kepler-402 c,3.05,625.339
Kepler-402 d,2.48,625.339
Kepler-402 e,2.73,625.339
Kepler-403 b,2.1,840.269
Kepler-403 c,3.71,840.269
Kepler-403 d,2.6,840.269
Kepler-404 b,2.15,812.524
Kepler-404 c,3.61,812.524
Kepler-405 b,4.98,1065.08
Kepler-405 c,19.6,1065.08
Kepler-406 b,6.35,364.03
Kepler-406 c,2.71,364.03
Kepler-407 b,3.2,338.368
Kepler-407 c,4000,338.368
Kepler-408 b,5,88.7832
Kepler-409 b,22,68.173
Kepler-41 b,177.98,1093.08
Kepler-410 A b,8.44,147.527
Kepler-411 b,25.6,153.676
Kepler-411 c,26.4,153.676
Kepler-411 d,15.2,153.676
Kepler-411 e,10.8,153.676
Kepler-412 b,299.07803,1086.24
Kepler-413 b,67,847.536
Kepler-414 b,3.5,413.46
Kepler-414 c,29.9,413.46
Kepler-415 b,119.9,530.487
Kepler-415 c,4.7,530.487
Kepler-416 b,58.2,690.819
Kepler-416 c,6.57,690.819
Kepler-417 b,11,973.989
Kepler-417 c,7.7,973.989
Kepler-418 b,349.61125,1002.53
Kepler-418 c,23.7,1002.53
Kepler-419 b,794.5,1011.36
Kepler-419 c,2320.1,1011.36
Kepler-42 b,0.399,40.0595
Kepler-42 c,0.315,40.0595
Kepler-42 d,0.13,40.0595
Kepler-421 b,16.1,348.558
Kepler-422 b,136.66,722.795
Kepler-423 b,189.101,758.753
Kepler-424 b,327.35,698.646
Kepler-424 c,2215.18,698.646
Kepler-425 b,79.45,646.647
Kepler-426 b,108.06,843.695
Kepler-427 b,92.17,1017.8
Kepler-428 b,403.63,686.284
Kepler-43 b,1026.5909,1005.84
Kepler-430 b,10.6,917.477
Kepler-430 c,3.71,917.477
Kepler-431 b,0.37,486.546
Kepler-431 c,0.229,486.546
Kepler-431 d,1.41,486.546
Kepler-432 b,1719.4603,848.023
Kepler-432 c,772.3269,848.023
Kepler-433 b,896.24,1878.31
Kepler-434 b,908.96,1222.54
Kepler-435 b,266.97,1418.77
Kepler-436 b,7.9,588.867
Kepler-436 c,6.04,588.867
Kepler-437 b,5.22,304
Kepler-438 b,1.46,195.9428717
Kepler-439 b,5.65,757.048
Kepler-44 b,317.82,1188
Kepler-440 b,4.12,301.03
Kepler-441 b,3.33,268.003
Kepler-442 b,2.36,365.965
Kepler-443 b,6.04,802.271
Kepler-444 b,0.0374,36.4396
Kepler-444 c,0.0793,36.4396
Kepler-444 d,0.2,36.4396
Kepler-444 e,0.1,36.4396
Kepler-444 f,0.332,36.4396
Kepler-445 b,3.12,127.201
Kepler-445 c,6.85,127.201
Kepler-445 d,2.1,127.201
Kepler-446 b,2.86,96.339
Kepler-446 c,1.41,96.339
Kepler-446 d,2.39,96.339
Kepler-447 b,435.41,268.041
Kepler-448 c,6992.26,399.398
Kepler-449 b,4.88,241.949
Kepler-449 c,8.07,241.949
Kepler-45 b,160.497,381.949
Kepler-450 b,19.4,455.982
Kepler-450 c,12.5,455.982
Kepler-450 d,17.6,455.982
Kepler-451 c,511.70374,396.332
Kepler-451 d,559.378,396.332
Kepler-452 b,3.29,551.727
Kepler-453 b,16,442.846
Kepler-454 b,6.05338,230.869
Kepler-454 c,1417.5218,230.869
Kepler-457 d,9.19,1072.3
Kepler-458 c,16.4,1594.74
Kepler-46 b,1907,777.06
Kepler-46 c,119.499,777.06
Kepler-46 d,3.33,777.06
Kepler-460 c,26.1,1274.01
Kepler-461 b,7.18,692.158
Kepler-462 b,53.9,596.625
Kepler-462 c,6,596.625
Kepler-463 b,9.53,394.804
Kepler-464 b,10.9,667.604
