name,mass,distance
Kepler-856 b,63.30000,1351.1700000
Kepler-857 b,37.20000,983.5020000
Kepler-858 b,21.10000,298.5320000
Kepler-859 b,9.75000,839.9030000
Kepler-860 b,10.60000,1056.3600000
Kepler-861 b,5.82000,850.3270000
Kepler-862 b,5.52000,1039.0300000
Kepler-863 b,8.75000,1499.6600000
Kepler-864 b,6.35000,2022.9000000
Kepler-865 b,6.76000,586.1370000
Kepler-866 b,3.29000,646.6670000
Kepler-867 b,19.40000,1195.5400000
Kepler-868 b,4.86000,1593.1300000
Kepler-869 b,12.70000,939.4550000
Kepler-87 b,324.20000,1232.9000000
Kepler-87 c,6.40000,1232.9000000
Kepler-870 b,8.15000,1259.4600000
Kepler-871 b,13.50000,1976.0500000
Kepler-872 b,4.62000,879.6830000
Kepler-873 b,13.50000,1182.2200000
Kepler-874 b,14.70000,1082.1600000
Kepler-875 b,8.75000,1242.6200000
Kepler-876 b,2.63000,820.9130000
Kepler-877 b,5.14000,602.1760000
Kepler-878 b,4.38000,791.6250000
Kepler-879 b,7.13000,802.6720000
Kepler-88 d,965.14700,376.8630000
Kepler-880 b,7.56000,601.3240000
Kepler-881 b,3.82000,1375.1800000
Kepler-882 b,2.04000,504.6050000
Kepler-883 b,3.82000,627.4550000
Kepler-884 b,2.04000,476.7330000
Kepler-885 b,6.80000,651.3180000
Kepler-886 b,2.92000,711.2970000
Kepler-887 b,4.04000,886.5880000
Kepler-887 c,1.51000,886.5880000
Kepler-888 b,3.75000,420.8170000
Kepler-889 b,1.32000,598.3130000
Kepler-890 b,58.60000,1712.1200000
Kepler-891 b,33.60000,2340.5800000
Kepler-892 b,8.30000,570.7270000
Kepler-893 b,9.43000,1285.5900000
Kepler-894 b,8.15000,1162.9100000
Kepler-895 b,2.99000,540.1340000
Kepler-896 b,6.94000,2334.9300000
Kepler-897 b,6.30000,1519.2500000
Kepler-898 b,2.83000,484.8910000
Kepler-899 b,7.65000,1246.4300000
Kepler-9 b,43.40000,628.2570000
Kepler-9 c,29.90000,628.2570000
Kepler-9 d,3.33000,628.2570000
Kepler-90 i,2.30000,848.2540000
Kepler-900 b,4.98000,487.5250000
Kepler-901 b,2.45000,253.8670000
Kepler-902 b,6.99000,1165.3400000
Kepler-903 b,4.70000,1369.2400000
Kepler-903 c,6.94000,1369.2400000
Kepler-904 b,3.78000,978.1250000
Kepler-905 b,2.57000,529.2680000
Kepler-906 b,5.10000,757.7910000
Kepler-907 b,1.87000,352.0000000
Kepler-908 b,1.98000,290.8430000
Kepler-909 b,2.76000,309.5960000
Kepler-91 b,257.44230,1294.6900000
Kepler-910 b,0.47700,400.2890000
Kepler-911 b,7.27000,556.1680000
Kepler-912 b,8.25000,2004.7200000
Kepler-913 b,4.90000,991.6180000
Kepler-913 c,14.20000,991.6180000
Kepler-914 b,2.48000,753.7230000
Kepler-915 b,2.86000,849.0360000
Kepler-916 b,3.75000,830.7120000
Kepler-917 b,4.31000,3460.5100000
Kepler-918 b,3.68000,1025.0300000
Kepler-919 b,5.69000,1119.8700000
Kepler-92 b,64.30000,477.9920000
Kepler-92 c,6.10000,477.9920000
Kepler-92 d,4.93000,477.9920000
Kepler-920 b,6.44000,1001.6800000
Kepler-920 c,13.80000,1001.6800000
Kepler-921 b,8.60000,934.4900000
Kepler-922 b,2.60000,536.3230000
Kepler-923 b,2.48000,1000.2800000
Kepler-924 b,9.64000,1053.0400000
Kepler-925 b,6.08000,611.1150000
Kepler-926 b,5.95000,921.3610000
Kepler-927 b,3.61000,831.6850000
Kepler-928 b,3.15000,508.8090000
Kepler-929 b,1.41000,1311.2300000
Kepler-93 b,4.54426,95.9115000
Kepler-93 c,954.00000,95.9115000
Kepler-930 b,5.18000,848.3960000
Kepler-931 b,2.33000,490.0000000
Kepler-932 b,2.45000,465.6120000
Kepler-933 b,6.62000,1017.2000000
Kepler-934 b,5.02000,608.7380000
Kepler-935 b,2.39000,471.7820000
Kepler-936 b,2.70000,823.3990000
Kepler-937 b,13.40000,1571.4600000
Kepler-937 c,7.61000,1571.4600000
Kepler-938 b,5.56000,1182.0500000
Kepler-939 b,3.71000,2093.6200000
Kepler-94 b,10.84000,191.9040000
Kepler-94 c,3126.00000,191.9040000
Kepler-940 b,11.10000,1260.7800000
Kepler-941 b,9.69000,1088.3600000
Kepler-942 b,5.18000,216.3540000
Kepler-943 b,29.50000,2300.5300000
Kepler-944 b,7.41000,1349.4300000
Kepler-945 b,7.41000,1651.2500000
Kepler-946 b,4.38000,1137.2900000
Kepler-947 b,5.82000,1730.7800000
Kepler-948 b,4.08000,868.0170000
Kepler-949 b,8.80000,486.1050000
Kepler-95 b,13.00000,445.6560000
Kepler-950 b,59.60000,2161.6000000
Kepler-951 b,26.70000,382.5090000
Kepler-952 b,45.40000,1304.2500000
Kepler-953 b,16.50000,258.8930000
Kepler-953 c,1.81000,258.8930000
Kepler-954 b,5.99000,215.8140000
Kepler-955 b,9.96000,550.3830000
Kepler-956 b,9.27000,544.9390000
Kepler-957 b,25.90000,824.6880000
Kepler-958 b,4.90000,449.7730000
Kepler-959 b,17.60000,807.7290000
Kepler-96 b,8.46000,122.8810000
Kepler-960 b,5.86000,284.9160000
Kepler-961 b,7.04000,574.3140000
Kepler-962 b,4.54000,411.4860000
Kepler-963 b,7.56000,771.4940000
Kepler-964 b,5.14000,454.6260000
Kepler-965 b,11.40000,582.8280000
Kepler-966 b,16.00000,1027.8000000
Kepler-967 b,6.12000,568.5460000
Kepler-967 c,12.90000,568.5460000
Kepler-968 b,4.66000,290.3240000
Kepler-968 c,3.50000,290.3240000
Kepler-969 b,4.94000,390.3540000
Kepler-969 c,0.93700,390.3540000
Kepler-97 b,3.51000,400.9070000
Kepler-97 c,344.00000,400.9070000
Kepler-970 b,7.31000,331.5450000
Kepler-971 b,5.18000,338.5220000
Kepler-972 b,19.50000,1198.0300000
Kepler-973 b,4.50000,328.5200000
Kepler-974 b,3.09000,134.3110000
Kepler-975 b,2.79000,426.0880000
Kepler-976 b,14.90000,1012.4100000
Kepler-977 b,7.37000,568.7510000
Kepler-978 b,9.22000,682.5220000
Kepler-979 b,7.85000,576.5030000
Kepler-98 b,3.55000,350.3150000
Kepler-980 b,7.61000,961.4680000
Kepler-981 b,5.95000,878.0820000
Kepler-982 b,5.69000,801.4790000
Kepler-983 b,6.17000,714.4370000
Kepler-984 b,5.14000,460.1880000
Kepler-985 b,9.17000,679.3610000
Kepler-986 b,6.17000,548.3640000
Kepler-987 b,10.70000,914.1260000
Kepler-988 b,4.94000,304.8890000
Kepler-989 b,5.52000,491.9780000
Kepler-99 b,6.15000,208.3690000
Kepler-990 b,7.27000,802.1630000
Kepler-990 c,2.96000,802.1630000
Kepler-991 b,6.99000,389.5610000
Kepler-992 b,3.26000,259.6390000
Kepler-993 b,9.11000,324.4230000
Kepler-994 b,3.19000,188.1580000
Kepler-995 b,7.75000,609.6380000
Kepler-996 b,4.58000,1216.5800000
Kepler-997 b,2.42000,467.5680000
Kepler-998 b,5.99000,986.3640000
Kepler-999 b,6.08000,545.0630000
L 168-9 b,4.60000,25.1496000
L 363-38 b,4.67000,10.2295000
L 98-59 b,0.40000,10.6194000
L 98-59 c,2.22000,10.6194000
L 98-59 d,1.94000,10.6194000
L 98-59 e,3.06000,10.6194000
LHS 1140 b,6.38000,14.9861000
LHS 1140 c,1.76000,14.9861000
LHS 1478 b,2.33000,18.2276000
LHS 1678 b,0.35000,19.8782000
LHS 1678 c,1.40000,19.8782000
LHS 1815 b,8.70000,29.8424000
LHS 3844 b,2.25000,14.8846000
LP 714-47 b,30.80000,52.6160000
LP 791-18 b,1.46000,26.4927000
LP 791-18 c,5.95000,26.4927000
LP 890-9 b,13.20000,32.4298000
LP 890-9 c,25.30000,32.4298000
LSPM J2116+0234 b,13.30000,17.6297000
LTT 1445 A b,2.87000,6.8692900
LTT 1445 A c,1.54000,6.8692900
LTT 3780 b,2.62000,21.9814000
LTT 3780 c,8.60000,21.9814000
LTT 9779 b,29.32000,80.4373000
LkCa 15 b,,158.1520000
LkCa 15 c,,158.1520000
Lupus-TR-3 b,257.43100,773.4090000
MASCARA-1 b,1175.97100,182.2730000
MASCARA-4 b,985.27300,170.6960000
MOA-2007-BLG-192L b,3.30000,1000.0000000
MOA-2007-BLG-400L b,540.30829,6890.0000000
MOA-2008-BLG-310L b,23.40000,7700.0000000
MOA-2008-BLG-379L b,1300.00000,3300.0000000
MOA-2009-BLG-266L b,10.40000,3040.0000000
MOA-2009-BLG-319L b,67.30000,7050.0000000
MOA-2009-BLG-387L b,830.00000,5690.0000000
MOA-2010-BLG-073L b,3500.00000,2800.0000000
MOA-2010-BLG-117L b,170.00000,3500.0000000
MOA-2010-BLG-328L b,9.20000,810.0000000
MOA-2010-BLG-353L b,86.00000,6430.0000000
MOA-2010-BLG-477L b,480.00000,2300.0000000
MOA-2011-BLG-028L b,30.00000,7380.0000000
MOA-2011-BLG-262L b,17.00000,7200.0000000
MOA-2011-BLG-291L b,18.00000,4400.0000000
MOA-2011-BLG-293L b,1500.00000,7720.0000000
MOA-2011-BLG-322L b,3690.00000,7560.0000000
MOA-2012-BLG-006L b,2700.00000,5300.0000000
MOA-2012-BLG-505L b,6.70000,7210.0000000
MOA-2013-BLG-220L b,871.00000,6720.0000000
MOA-2013-BLG-605L b,3.24000,850.0000000
MOA-2015-BLG-337L b,33.70000,7100.0000000
MOA-2016-BLG-227L b,890.00000,6500.0000000
MOA-2016-BLG-319L b,200.00000,6800.0000000
MOA-2019-BLG-008L b,5720.91133,2700.0000000
MOA-2020-BLG-135L b,11.30000,7900.0000000
MOA-bin-1L b,1200.00000,5100.0000000
MOA-bin-29 b,190.00000,7120.0000000
MXB 1658-298 b,7532.57100,
NGC 2682 Sand 364 b,2126.28270,817.1920000
NGC 2682 Sand 978 b,692.86940,821.9180000
NGC 2682 YBP 1194 b,101.70560,872.9200000
NGC 2682 YBP 1514 b,127.13200,914.2210000
NGC 2682 YBP 401 b,146.20180,830.8220000
NGTS-1 b,258.07796,218.1210000
NGTS-10 b,687.14846,324.6986504
NGTS-11 b,109.33352,190.4220000
NGTS-12 b,66.10864,446.4420000
NGTS-13 b,1538.29720,647.5950000
NGTS-14 A b,29.24036,322.1480000
NGTS-15 b,238.68913,786.4850000
NGTS-16 b,211.99155,898.1680000
NGTS-17 b,242.82090,1040.2800000
NGTS-18 b,129.99182,1096.1900000
NGTS-2 b,235.19420,356.3910000
NGTS-20 b,947.12865,382.8980000
NGTS-21 b,750.07504,592.8910000
NGTS-23 b,194.82881,1074.9500000
NGTS-24 b,165.27077,683.0620000
NGTS-25 b,203.09235,521.2330000
NGTS-3 A b,756.43540,743.9720000
NGTS-4 b,20.60000,280.5550000
NGTS-5 b,72.78307,306.7790000
NGTS-6 b,425.57437,308.2620000
NGTS-8 b,295.58190,428.9760000
NGTS-9 b,921.70700,609.1280000
NN Ser c,2329.60000,515.8180000
NN Ser d,731.00000,515.8180000
NSVS 14256825 b,4497.29450,820.8770000
NY Vir b,730.97800,544.0240000
NY Vir c,1760.77820,544.0240000
OGLE-2003-BLG-235L b,830.00000,5800.0000000
OGLE-2005-BLG-071L b,1200.00000,3200.0000000
OGLE-2005-BLG-169L b,14.10000,4100.0000000
OGLE-2005-BLG-390L b,5.50000,6600.0000000
OGLE-2006-BLG-109L b,231.00000,1510.0000000
OGLE-2006-BLG-109L c,86.00000,1510.0000000
OGLE-2006-BLG-284L A b,144.00000,4000.0000000
OGLE-2007-BLG-349L AB c,80.00000,2760.0000000
OGLE-2007-BLG-368L b,20.00000,5900.0000000
OGLE-2008-BLG-092L b,57.00000,8100.0000000
OGLE-2008-BLG-355L b,1500.00000,6800.0000000
OGLE-2011-BLG-0173L b,60.00000,6100.0000000
OGLE-2011-BLG-0251L b,170.00000,2570.0000000
OGLE-2011-BLG-0265L b,280.00000,4380.0000000
OGLE-2012-BLG-0026L b,46.10000,4019.0000000
OGLE-2012-BLG-0026L c,270.00000,4019.0000000
OGLE-2012-BLG-0358L b,588.00000,1760.0000000
OGLE-2012-BLG-0406L b,868.00000,4970.0000000
OGLE-2012-BLG-0563L b,120.00000,1300.0000000
OGLE-2012-BLG-0724L b,150.00000,6700.0000000
OGLE-2012-BLG-0838L b,53.10000,6320.0000000
OGLE-2012-BLG-0950L b,35.00000,2600.0000000
OGLE-2013-BLG-0102L b,4100.00000,3040.0000000
OGLE-2013-BLG-0132L b,92.00000,3900.0000000
OGLE-2013-BLG-0341L B b,1.66000,911.0000000
OGLE-2013-BLG-0911L b,3020.00000,3220.0000000
OGLE-2013-BLG-1721L b,200.00000,6300.0000000
OGLE-2013-BLG-1761L b,860.00000,6900.0000000
OGLE-2014-BLG-0124L b,160.00000,4100.0000000
OGLE-2014-BLG-0319L b,181.16219,7730.0000000
OGLE-2014-BLG-0676L b,1169.60854,2670.0000000
OGLE-2014-BLG-1722L b,55.30000,6400.0000000
OGLE-2014-BLG-1722L c,83.70000,6400.0000000
OGLE-2014-BLG-1760L b,180.00000,6860.0000000
OGLE-2015-BLG-0051L b,230.00000,8200.0000000
OGLE-2015-BLG-0954L b,1100.00000,1200.0000000
OGLE-2015-BLG-0966L b,21.00000,3300.0000000
OGLE-2015-BLG-1649L b,807.00000,4230.0000000
OGLE-2015-BLG-1670L b,17.90000,6700.0000000
OGLE-2015-BLG-1771L b,138.00000,7070.0000000
OGLE-2016-BLG-0263L b,1300.00000,6500.0000000
OGLE-2016-BLG-0613L AB b,1330.00000,3410.0000000
OGLE-2016-BLG-1067L b,140.00000,3730.0000000
OGLE-2016-BLG-1093 b,225.65817,8120.0000000
OGLE-2016-BLG-1190L b,4253.00000,6770.0000000
OGLE-2016-BLG-1195L b,1.43000,3910.0000000
OGLE-2016-BLG-1227L b,250.00000,
OGLE-2017-BLG-0173L b,3.26900,4705.0000000
OGLE-2017-BLG-0373L b,127.00000,5915.0000000
OGLE-2017-BLG-0406L b,130.00000,5200.0000000
OGLE-2017-BLG-0482L b,9.00000,5800.0000000
OGLE-2017-BLG-0604L b,160.00000,3950.0000000
OGLE-2017-BLG-1049L b,1760.00000,5670.0000000
OGLE-2017-BLG-1099L b,959.84179,7250.0000000
OGLE-2017-BLG-1140L b,505.00000,
OGLE-2017-BLG-1375L b,3585.00000,3930.0000000
OGLE-2017-BLG-1434L b,4.43000,860.0000000
OGLE-2017-BLG-1522L b,240.00000,7490.0000000
OGLE-2017-BLG-1691L b,14.62011,7290.0000000
OGLE-2017-BLG-1806L b,5.27000,6400.0000000
OGLE-2018-BLG-0383L b,6.40000,7700.0000000
OGLE-2018-BLG-0506L b,16.30000,5600.0000000
OGLE-2018-BLG-0516L b,20.10000,7000.0000000
OGLE-2018-BLG-0532L b,6.22800,773.0000000
OGLE-2018-BLG-0567L b,101.70509,7060.0000000
OGLE-2018-BLG-0596L b,13.93000,5650.0000000
OGLE-2018-BLG-0677L b,3.96000,7580.0000000
OGLE-2018-BLG-0740L b,1500.00000,3200.0000000
OGLE-2018-BLG-0799L b,82.63539,4050.0000000
OGLE-2018-BLG-0962L b,425.89007,6500.0000000
OGLE-2018-BLG-0977L b,6.40000,6500.0000000
OGLE-2018-BLG-1011L b,570.00000,7100.0000000
OGLE-2018-BLG-1011L c,890.00000,7100.0000000
OGLE-2018-BLG-1185L b,8.40000,7400.0000000
OGLE-2018-BLG-1269L b,210.00000,2510.0000000
OGLE-2018-BLG-1428L b,240.00000,6220.0000000
OGLE-2018-BLG-1700L b,1400.00000,7600.0000000
OGLE-2019-BLG-0299L b,1976.89269,5830.0000000
OGLE-2019-BLG-0304L b,162.09249,6980.0000000
OGLE-2019-BLG-0362L b,1036.12061,5830.0000000
OGLE-2019-BLG-0468L b,1090.15144,4400.0000000
OGLE-2019-BLG-0468L c,3248.20632,4400.0000000
OGLE-2019-BLG-0954L b,4513.16338,3630.0000000
OGLE-2019-BLG-0960L b,2.50000,980.0000000
OGLE-2019-BLG-1053L b,2.48000,6800.0000000
OGLE-2019-BLG-1470L AB c,699.22250,5900.0000000
OGLE-2019-BLG-1492L b,37.10000,5600.0000000
OGLE-TR-10 b,197.04600,1344.9700000
OGLE-TR-111 b,174.79900,1068.3300000
OGLE-TR-113 b,400.44900,566.4590000
OGLE-TR-132 b,375.02000,2012.6200000
OGLE-TR-182 b,320.99500,2501.7500000
OGLE-TR-211 b,327.35100,1515.2600000
OGLE-TR-56 b,441.77000,282.8391387
OGLE2-TR-L9 b,1430.17500,1627.6300000
Oph 11 b,4449.62000,136.1655920
PDS 70 b,953.49000,113.0640000
PDS 70 c,635.66000,113.0640000
PH1 b,169.00000,1033.1600000
PH2 b,25426.40000,343.8630000
POTS-1 b,734.16000,747.9590000
PSR B0329+54 b,1.97000,504.9331206
PSR B1257+12 b,0.02000,600.0000000
PSR B1257+12 c,4.30000,600.0000000
PSR B1257+12 d,3.90000,600.0000000
PSR B1620-26 b,794.57500,
PSR J1719-1438 b,382.80000,1200.0000000
PSR J2322-2650 b,252.64307,230.0000000
Pr0201 b,171.62820,180.6400000
Pr0211 b,597.52040,182.7140000
Pr0211 c,2475.89570,182.7140000
Proxima Cen b,1.07000,1.3011900
Qatar-1 b,411.27202,185.6150000
Qatar-10 b,233.92288,559.0680000
Qatar-2 b,792.63500,181.3740000
Qatar-3 b,1369.84730,735.6010000
Qatar-4 b,1938.76300,329.0360000
Qatar-5 b,1373.02560,367.6580000
Qatar-6 b,212.31044,100.8480000
Qatar-7 b,597.52040,705.9810000
Qatar-8 b,117.91493,281.4980000
Qatar-9 b,378.21770,213.7710000
ROXs 12 b,5085.00000,136.6500000
ROXs 42 B b,2860.00000,143.5900000
RR Cae b,1334.88600,21.1916000
Ross 128 b,1.40000,3.3745400
Ross 458 c,1906.98000,11.5094000
Ross 508 b,4.00000,11.2103000
SR 12 AB c,4131.62000,112.3172158
SWEEPS-11 b,3082.82000,8500.0000000
SWEEPS-4 b,1207.70000,8500.0000000
TAP 26 b,527.59780,121.4020000
TCP J05074264+2447555 b,20.00000,505.0000000
TIC 172900988 b,942.00000,250.9560000
TIC 237913194 b,617.22586,306.0630000
TIC 257060897 b,212.94503,505.7030000
TIC 279401253 b,1951.46642,285.5840000
TIC 279401253 c,2548.98382,285.5840000
TOI-1062 b,10.15000,82.1733000
TOI-1062 c,9.78000,82.1733000
TOI-1064 b,13.50000,68.0726000
TOI-1064 c,2.50000,68.0726000
TOI-1075 b,9.95000,61.4592000
TOI-1107 b,1064.72516,281.3140000
TOI-1130 b,12.90000,58.2609000
TOI-1130 c,309.56642,58.2609000
TOI-1136 b,4.27000,84.5362000
TOI-1136 c,8.64000,84.5362000
TOI-1136 d,19.30000,84.5362000
TOI-1136 e,7.46000,84.5362000
TOI-1136 f,14.30000,84.5362000
TOI-1136 g,6.94000,84.5362000
TOI-1181 b,375.03752,302.8190000
TOI-1201 b,6.28000,37.8871000
TOI-122 b,7.85000,62.1180000
TOI-1227 b,66.50000,100.6410000
TOI-1231 b,15.40000,27.6227000
TOI-1235 b,5.90000,39.6345000
TOI-1246 b,8.10000,169.4220000
TOI-1246 c,8.80000,169.4220000
TOI-1246 d,5.30000,169.4220000
TOI-1246 e,14.80000,169.4220000
TOI-125 b,9.50000,111.0590000
TOI-125 c,6.63000,111.0590000
TOI-125 d,13.60000,111.0590000
TOI-1259 A b,140.16233,118.1060000
TOI-1260 b,8.56000,73.5977000
TOI-1260 c,13.20000,73.5977000
TOI-1260 d,11.84000,73.5977000
TOI-1266 b,13.50000,36.0118000
TOI-1266 c,2.20000,36.0118000
TOI-1268 b,96.40000,109.5570000
TOI-1272 b,24.60000,137.5720000
TOI-1272 c,26.70000,137.5720000
TOI-1278 b,5879.82553,75.5759000
TOI-1288 b,42.00000,114.8650000
TOI-1288 c,84.00000,114.8650000
TOI-1296 b,94.71287,323.2650000
TOI-1298 b,113.14691,319.0360000
TOI-132 b,22.40000,163.6780000
TOI-1333 b,753.25710,200.4920000
TOI-1338 b,33.00000,399.0170000
TOI-1411 b,2.42000,32.4778000
TOI-1422 b,9.00000,155.1410000
TOI-1431 b,991.62463,148.9250000
TOI-1442 b,1.71000,41.1659000
TOI-1444 b,3.87000,125.4630000
TOI-1444 c,11.80000,125.4630000
TOI-1452 b,4.82000,30.5212000
TOI-1468 b,3.21000,24.7399000
TOI-1468 c,6.64000,24.7399000
TOI-1478 b,270.47333,152.8920000
TOI-150.01,797.75330,336.2670000
TOI-1516 b,1004.33777,247.0540000
TOI-1518 b,731.00534,225.8880000
TOI-157 b,375.03940,355.6830000
TOI-1601 b,314.65170,336.6080000
TOI-163 b,387.75260,411.7190000
TOI-1634 b,4.91000,35.2736000
TOI-1669 b,182.11568,111.2760000
TOI-1670 b,41.31769,168.0670000
TOI-1670 c,200.23190,168.0670000
TOI-1685 b,3.78000,37.6153000
TOI-169 b,251.40353,407.8400000
TOI-1693 b,2.57000,30.7947000
TOI-1694 b,26.10000,124.6800000
TOI-1694 c,333.71983,124.6800000
TOI-1695 b,6.36000,45.1309000
TOI-1696 b,48.80000,64.9172000
TOI-1710 b,28.30000,81.2271000
TOI-172 b,1722.63860,342.8310000
TOI-1728 b,26.78000,60.7980000
TOI-1749 b,57.00000,99.5561000
TOI-1749 c,14.00000,99.5561000
TOI-1749 d,15.00000,99.5561000
TOI-1759 b,10.80000,40.0654000
TOI-178 b,1.50000,62.6990000
TOI-178 c,4.77000,62.6990000
TOI-178 d,3.01000,62.6990000
TOI-178 e,3.86000,62.6990000
TOI-178 f,7.72000,62.6990000
TOI-178 g,3.94000,62.6990000
TOI-1789 b,222.47988,229.0670000
TOI-1807 b,2.57000,42.5775000
TOI-181 b,46.16870,96.2338000
TOI-1811 b,308.92921,128.2300000
TOI-1820 b,731.00534,248.5040000
TOI-1842 b,68.01528,223.4650000
TOI-1860 b,2.27000,45.8640000
TOI-1899 b,209.76780,128.4380000
TOI-1937 A b,638.83510,415.1350000
TOI-201 b,133.48860,113.8250000
TOI-2025 b,1144.18227,335.9850000
TOI-2046 b,731.00534,289.6680000
TOI-2048 b,7.32000,116.5670000
TOI-206 b,2.24000,47.7465000
TOI-2076 b,6.89000,41.9091000
TOI-2076 c,12.00000,41.9091000
TOI-2076 d,10.50000,41.9091000
TOI-2081 b,4.82000,62.3446000
TOI-2109 b,1595.49860,262.0410000
TOI-2136 b,6.37000,33.3631000
TOI-2145 b,1671.77742,224.7310000
TOI-2152 A b,899.45439,303.0060000
TOI-2154 b,292.40213,296.4600000
TOI-2158 b,260.61929,198.4730000
TOI-216.01,177.98391,177.9450000
TOI-216.02,18.75188,177.9450000
TOI-2180 b,875.61726,116.6850000
TOI-2184 b,206.58846,788.3170000
TOI-2193 A b,298.75870,337.0640000
TOI-2196 b,26.00000,259.9470000
TOI-220 b,13.80000,90.7402000
TOI-2202 b,310.83618,235.9330000
TOI-2202 c,117.27868,235.9330000
TOI-2207 b,203.41018,373.3450000
TOI-2236 b,502.16888,355.5900000
TOI-2257 b,5.45000,57.7911000
TOI-2260 b,3.26000,101.2510000
TOI-2285 b,19.50000,42.4090000
TOI-2337 b,508.52545,536.0460000
TOI-2364 b,71.51139,219.6140000
TOI-237 b,2.67000,38.0749000
TOI-2406 b,8.96000,55.4190000
TOI-2411 b,3.46000,59.5362000
TOI-2421 b,105.83686,327.9270000
TOI-2427 b,3.89000,28.5147000
TOI-2445 b,2.10000,48.5820000
TOI-2497 b,1531.93292,285.2890000
TOI-251 b,317.83000,99.5230000
TOI-2525 b,26.69759,395.3980000
TOI-2525 c,208.81326,395.3980000
TOI-2545 b,8.00000,107.1180000
TOI-2567 b,63.88351,504.7750000
TOI-257 b,43.86032,76.9028000
TOI-2570 b,260.61929,361.8570000
TOI-2583 A b,79.45710,566.1890000
TOI-2587 A b,69.28659,373.6750000
TOI-2669 b,193.87533,393.4430000
TOI-269 b,8.80000,57.0225000
TOI-270 b,1.58000,22.4793000
TOI-270 c,6.15000,22.4793000
TOI-270 d,4.78000,22.4793000
TOI-277 b,7.51000,64.6692000
TOI-2796 b,139.84450,350.3430000
TOI-2803 A b,309.88270,494.8180000
TOI-2818 b,225.65817,312.6740000
TOI-2842 b,117.59651,460.9950000
TOI-2977 b,533.95172,
TOI-3023 b,197.05361,389.9160000
TOI-3235 b,211.35589,72.8110000
TOI-3331 A b,721.47048,217.1930000
TOI-3362 b,1598.35906,366.9870000
TOI-3364 b,530.77344,277.8990000
TOI-3540 A b,375.03752,
TOI-3629 b,82.63539,130.0910000
TOI-3688 A b,311.47184,396.3780000
TOI-3693 b,324.18498,176.4360000
TOI-3714 b,222.47988,112.7100000
TOI-3757 b,85.30000,181.1390000
TOI-3807 b,330.54154,421.7450000
TOI-3819 b,352.78953,558.1410000
TOI-3884 b,16.50000,43.1448000
TOI-3912 b,129.03833,465.9920000
TOI-3976 A b,55.61997,516.0870000
TOI-4087 b,232.01474,301.6760000
TOI-411 b,3.61000,62.7792000
TOI-411 c,7.95000,62.7792000
TOI-4137 b,457.67291,334.9930000
TOI-4145 A b,136.66622,205.3870000
TOI-421 b,7.17000,74.7969000
TOI-421 c,16.42000,74.7969000
TOI-431 b,3.07000,32.5686000
TOI-431 c,2.83000,32.5686000
TOI-431 d,9.90000,32.5686000
TOI-4329 b,143.02278,717.1280000
TOI-4342 b,5.76000,61.5204000
TOI-4342 c,6.41000,61.5204000
TOI-4463 A b,252.35576,173.1170000
TOI-4479 b,8.35000,80.6532000
TOI-451 b,4.31000,123.7390000
TOI-451 c,9.80000,123.7390000
TOI-451 d,15.60000,123.7390000
TOI-4562 b,732.00000,339.6050000
TOI-4582 b,168.44906,383.8460000
TOI-4791 b,734.18362,328.8020000
TOI-481 b,486.27990,179.3660000
TOI-500 b,1.42000,47.3924000
TOI-500 c,5.03000,47.3924000
TOI-500 d,33.12000,47.3924000
TOI-500 e,15.05000,47.3924000
TOI-5153 b,1036.12061,390.4840000
TOI-5174 b,24.80000,197.2430000
TOI-519 b,4449.62000,115.5570000
TOI-5205 b,343.00000,86.4493000
TOI-5238 b,23.70000,290.6460000
TOI-530 b,127.13136,148.7620000
TOI-532 b,61.50000,135.0470000
TOI-5398 b,,130.8550000
TOI-540 b,0.67400,14.0022000
TOI-544 b,4.78000,41.1166000
TOI-5542 b,419.53350,348.8490000
TOI-558 b,1147.36055,402.6300000
TOI-559 b,1910.14873,233.2660000
TOI-561 b,2.00000,85.7990000
TOI-561 c,5.39000,85.7990000
TOI-561 d,13.20000,85.7990000
TOI-561 e,12.60000,85.7990000
TOI-564 b,464.98529,199.5810000
TOI-620 b,13.60000,33.0231000
TOI-628 b,2011.86390,178.6800000
TOI-640 b,279.69040,341.9970000
TOI-674 b,23.60000,46.0851000
TOI-677 b,392.83788,141.8120000
TOI-700 b,0.70400,31.1265000
TOI-700 c,7.27000,31.1265000
TOI-700 d,1.25000,31.1265000
TOI-700 e,0.81800,31.1265000
TOI-712 b,4.85000,58.6212000
TOI-712 c,7.76000,58.6212000
TOI-712 d,6.68000,58.6212000
TOI-763 b,9.79000,95.1274000
TOI-763 c,9.32000,95.1274000
TOI-776 b,4.00000,27.1701000
TOI-776 c,5.30000,27.1701000
TOI-813 b,36.40000,263.1450000
TOI-824 b,18.46700,63.9262000
TOI-833 b,2.15000,41.7148000
TOI-836 b,4.53000,27.5024000
TOI-836 c,9.60000,27.5024000
TOI-837 b,381.39600,142.4880000
TOI-849 b,39.09000,225.7340000
TOI-892 b,301.93850,340.5430000
TOI-905 b,211.99261,158.6490000
TOI-942 b,826.35800,152.6010000
TOI-942 c,794.57500,152.6010000
TOI-954 b,55.30242,238.7680000
TOI-969 b,9.10000,77.2554000
TOI-969 c,3591.46100,77.2554000
TRAPPIST-1 b,1.37400,12.4298888
TRAPPIST-1 c,1.30800,12.4298888
